No,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,datetime,PM2.5_Category,PM10_Category
175,211.0,235.0,34.0,92.0,2100.0,68.0,1.2,996.9,-4.3,0.0,WSW,0.4,Huairou,2013-03-08 06:00:00,Buruk,Buruk
176,197.0,213.0,44.0,99.0,2399.0,68.0,3.9,997.5,-3.4,0.0,NNE,2.9,Huairou,2013-03-08 07:00:00,Buruk,Buruk
177,227.0,232.0,61.0,102.0,2799.0,68.0,10.3,997.9,-3.4,0.0,W,0.7,Huairou,2013-03-08 08:00:00,Buruk,Buruk
178,240.0,246.0,112.0,98.0,2200.0,68.0,14.6,997.8,-4.7,0.0,E,1.3,Huairou,2013-03-08 09:00:00,Buruk,Buruk
179,173.0,193.0,105.3864,79.4511,,68.0,17.8,997.6,-3.6,0.0,SSE,2.8,Huairou,2013-03-08 10:00:00,Buruk,Buruk
180,112.0,122.0,66.0,58.0,1000.0,68.0,19.4,997.0,-3.5,0.0,S,2.2,Huairou,2013-03-08 11:00:00,Buruk,Sedang
181,114.0,148.0,57.0,61.0,1000.0,76.0,20.3,996.5,-3.4,0.0,SE,2.4,Huairou,2013-03-08 12:00:00,Buruk,Sedang
182,139.0,173.0,48.0,66.0,1200.0,97.0,16.5,996.2,1.7,0.0,SE,5.2,Huairou,2013-03-08 13:00:00,Buruk,Buruk
183,534.0,83.5,114.0,184.0,7299.0,107.0,14.8,996.5,-0.1,0.0,SSE,3.9,Huairou,2013-03-08 14:00:00,Buruk,Sedang
184,510.0,62.4,159.0,158.0,8000.0,107.0,13.8,996.8,-0.7,0.0,SE,3.9,Huairou,2013-03-08 15:00:00,Buruk,Sedang
185,212.0,246.0,112.0,90.0,2299.0,107.0,12.3,997.0,-0.9,0.0,S,2.9,Huairou,2013-03-08 16:00:00,Buruk,Buruk
186,165.0,202.0,74.0,74.0,1399.0,107.0,11.0,997.1,-1.8,0.0,SSE,4.6,Huairou,2013-03-08 17:00:00,Buruk,Buruk
187,136.0,145.0,52.0,66.0,1100.0,107.0,9.4,997.5,-1.7,0.0,WSW,1.3,Huairou,2013-03-08 18:00:00,Buruk,Sedang
188,112.0,135.0,40.0,71.0,1000.0,107.0,7.8,997.3,-2.0,0.0,WNW,2.4,Huairou,2013-03-08 19:00:00,Buruk,Sedang
189,110.0,129.0,36.0,74.0,1200.0,107.0,6.4,997.4,-2.5,0.0,SW,1.5,Huairou,2013-03-08 20:00:00,Buruk,Sedang
190,99.0,139.0,33.0,82.0,1399.0,107.0,5.2,997.0,-2.6,0.0,WNW,1.8,Huairou,2013-03-08 21:00:00,Buruk,Sedang
191,94.0,135.0,38.0,75.0,1399.0,107.0,4.7,996.0,-3.6,0.0,W,3.0,Huairou,2013-03-08 22:00:00,Buruk,Sedang
192,98.0,127.0,29.0,65.0,1399.0,107.0,4.5,994.2,-4.5,0.0,W,3.1,Huairou,2013-03-08 23:00:00,Buruk,Sedang
193,88.0,97.0,29.0,55.0,1300.0,107.0,4.7,992.6,-4.6,0.0,W,3.1,Huairou,2013-03-09 00:00:00,Buruk,Sedang
194,78.0,79.0,24.0,42.0,1200.0,107.0,3.6,991.5,-4.1,0.0,SSW,1.2,Huairou,2013-03-09 01:00:00,Buruk,Sedang
195,51.0,72.0,,31.0,1000.0,107.0,2.6,990.7,-4.0,0.0,SW,1.9,Huairou,2013-03-09 02:00:00,Sedang,Sedang
196,78.0,81.0,25.0,31.0,,107.0,2.5,989.6,-4.1,0.0,W,1.9,Huairou,2013-03-09 03:00:00,Buruk,Sedang
197,77.0,80.0,23.0,,1000.0,107.0,1.6,988.5,-4.3,0.0,ESE,1.4,Huairou,2013-03-09 04:00:00,Buruk,Sedang
198,80.0,84.0,22.0,27.0,1100.0,107.0,0.4,989.1,-4.3,0.0,NW,0.8,Huairou,2013-03-09 05:00:00,Buruk,Sedang
199,96.0,122.0,24.0,71.0,1700.0,107.0,0.3,989.3,-4.0,0.0,WNW,1.5,Huairou,2013-03-09 06:00:00,Buruk,Sedang
200,116.0,151.0,39.0,92.0,2100.0,107.0,2.2,990.3,-3.1,0.0,W,1.2,Huairou,2013-03-09 07:00:00,Buruk,Buruk
201,118.0,163.0,50.0,87.0,2200.0,107.0,7.1,991.6,-3.8,0.0,NE,3.3,Huairou,2013-03-09 08:00:00,Buruk,Buruk
202,125.0,182.0,78.0,81.0,2000.0,107.0,15.7,993.0,-2.8,0.0,NW,4.2,Huairou,2013-03-09 09:00:00,Buruk,Buruk
203,126.0,213.0,133.0,64.0,1500.0,107.0,16.6,996.0,-9.4,0.0,WNW,7.8,Huairou,2013-03-09 10:00:00,Buruk,Buruk
204,50.0,349.0,51.0,26.0,400.0,107.0,13.4,998.8,-12.0,0.0,N,9.6,Huairou,2013-03-09 11:00:00,Sedang,Buruk
205,18.0,308.0,10.0,12.0,200.0,107.0,10.1,1001.2,-17.2,0.0,NNE,12.9,Huairou,2013-03-09 12:00:00,Baik,Buruk
206,21.0,251.0,6.0,9.0,100.0,107.0,9.1,1003.5,-19.9,0.0,NW,10.1,Huairou,2013-03-09 13:00:00,Baik,Buruk
207,27.0,490.0,4.0,7.0,200.0,99.0,9.0,1005.0,-20.0,0.0,N,6.1,Huairou,2013-03-09 14:00:00,Baik,Buruk
208,12.0,208.0,5.0,7.0,200.0,99.0,9.6,1006.5,-19.5,0.0,NNW,9.0,Huairou,2013-03-09 15:00:00,Baik,Buruk
209,10.0,105.0,6.0,7.0,200.0,99.0,9.7,1007.4,-20.5,0.0,NNW,2.8,Huairou,2013-03-09 16:00:00,Baik,Sedang
210,12.0,81.0,12.0,8.0,200.0,95.0,8.3,1009.7,-19.5,0.0,WNW,3.5,Huairou,2013-03-09 17:00:00,Baik,Sedang
211,7.0,42.0,8.0,9.0,200.0,95.0,6.9,1012.4,-18.8,0.0,NNW,2.4,Huairou,2013-03-09 18:00:00,Baik,Baik
212,6.0,44.0,9.0,13.0,300.0,95.0,6.0,1014.5,-19.6,0.0,N,4.5,Huairou,2013-03-09 19:00:00,Baik,Baik
213,12.0,51.0,20.0,21.0,300.0,95.0,4.2,1016.4,-18.1,0.0,NNE,2.6,Huairou,2013-03-09 20:00:00,Baik,Sedang
214,16.0,67.0,47.0,28.0,400.0,95.0,3.1,1017.8,-17.7,0.0,NW,0.7,Huairou,2013-03-09 21:00:00,Baik,Sedang
215,11.0,67.0,29.0,21.0,300.0,95.0,2.0,1017.8,-17.5,0.0,N,1.8,Huairou,2013-03-09 22:00:00,Baik,Sedang
216,16.0,39.0,26.0,20.0,400.0,95.0,0.0,1018.0,-16.8,0.0,SW,1.0,Huairou,2013-03-09 23:00:00,Baik,Baik
217,11.0,33.0,17.0,18.0,300.0,95.0,-0.9,1018.0,-15.9,0.0,NNE,1.5,Huairou,2013-03-10 00:00:00,Baik,Baik
218,22.0,42.0,27.0,24.0,600.0,95.0,-1.0,1017.8,-15.6,0.0,ENE,1.4,Huairou,2013-03-10 01:00:00,Baik,Baik
219,30.0,39.0,28.0,33.0,800.0,95.0,-2.5,1017.9,-14.6,0.0,NW,0.6,Huairou,2013-03-10 02:00:00,Baik,Baik
220,24.0,34.0,24.0,28.0,500.0,95.0,-3.7,1018.2,-13.9,0.0,WNW,1.5,Huairou,2013-03-10 03:00:00,Baik,Baik
221,16.0,24.0,19.0,24.0,600.0,95.0,-3.8,1018.8,-14.0,0.0,W,0.9,Huairou,2013-03-10 04:00:00,Baik,Baik
222,12.0,31.0,16.0,24.0,500.0,95.0,-4.5,1018.8,-13.4,0.0,NW,0.5,Huairou,2013-03-10 05:00:00,Baik,Baik
223,24.0,47.0,13.0,36.0,800.0,95.0,-4.8,1019.2,-12.5,0.0,SW,0.7,Huairou,2013-03-10 06:00:00,Baik,Baik
224,22.0,36.0,15.0,52.0,1200.0,95.0,-0.6,1020.0,-12.6,0.0,ESE,1.0,Huairou,2013-03-10 07:00:00,Baik,Baik
225,30.0,52.0,45.0,57.0,800.0,95.0,3.0,1020.2,-13.8,0.0,E,1.8,Huairou,2013-03-10 08:00:00,Baik,Sedang
226,57.0,84.0,86.0,63.0,900.0,95.0,4.9,1019.9,-13.0,0.0,ESE,1.7,Huairou,2013-03-10 09:00:00,Sedang,Sedang
227,71.0,94.0,79.0,59.0,1000.0,95.0,8.2,1019.1,-13.5,0.0,SSE,1.5,Huairou,2013-03-10 10:00:00,Sedang,Sedang
228,66.0,105.0,53.0,61.0,900.0,95.0,10.1,1018.3,-17.2,0.0,SSW,2.6,Huairou,2013-03-10 11:00:00,Sedang,Sedang
229,49.0,58.0,34.0,52.0,700.0,95.0,11.2,1017.4,-16.3,0.0,S,2.9,Huairou,2013-03-10 12:00:00,Sedang,Sedang
230,27.0,44.0,26.0,38.0,600.0,95.0,11.7,1016.3,-15.9,0.0,SSW,2.1,Huairou,2013-03-10 13:00:00,Baik,Baik
231,33.0,44.0,24.0,32.0,600.0,92.0,12.6,1015.3,-17.2,0.0,SSE,3.8,Huairou,2013-03-10 14:00:00,Baik,Baik
232,40.0,42.0,24.0,30.0,500.0,92.0,12.2,1014.9,-16.4,0.0,SSW,2.9,Huairou,2013-03-10 15:00:00,Sedang,Baik
233,34.0,51.0,21.0,32.0,500.0,91.0,10.8,1014.8,-15.7,0.0,S,4.1,Huairou,2013-03-10 16:00:00,Baik,Sedang
234,34.0,88.0,26.0,40.0,500.0,89.0,8.9,1014.9,-14.9,0.0,SSW,2.2,Huairou,2013-03-10 17:00:00,Baik,Sedang
235,45.0,112.0,25.0,44.0,400.0,84.0,7.7,1015.5,-13.9,0.0,SW,1.8,Huairou,2013-03-10 18:00:00,Sedang,Sedang
236,49.0,102.0,38.0,52.0,600.0,79.0,4.9,1016.0,-12.6,0.0,WNW,1.0,Huairou,2013-03-10 19:00:00,Sedang,Sedang
237,73.0,118.0,42.0,71.0,900.0,79.0,2.5,1016.2,-12.2,0.0,WNW,1.5,Huairou,2013-03-10 20:00:00,Sedang,Sedang
238,101.0,142.0,39.0,104.0,1500.0,79.0,1.6,1016.3,-12.2,0.0,NW,1.3,Huairou,2013-03-10 21:00:00,Buruk,Sedang
239,88.0,122.0,27.0,76.0,1300.0,79.0,0.7,1016.0,-11.4,0.0,NNW,1.2,Huairou,2013-03-10 22:00:00,Buruk,Sedang
240,89.0,110.0,26.0,68.0,1300.0,79.0,0.4,1016.0,-10.7,0.0,WNW,1.3,Huairou,2013-03-10 23:00:00,Buruk,Sedang
241,95.0,111.0,22.0,59.0,1300.0,79.0,-0.4,1015.5,-10.1,0.0,WNW,1.5,Huairou,2013-03-11 00:00:00,Buruk,Sedang
242,78.0,85.0,18.0,42.0,1000.0,79.0,-0.5,1015.3,-10.4,0.0,WNW,1.1,Huairou,2013-03-11 01:00:00,Buruk,Sedang
243,69.0,77.0,17.0,35.0,800.0,79.0,-1.1,1014.6,-10.2,0.0,W,1.4,Huairou,2013-03-11 02:00:00,Sedang,Sedang
244,70.0,72.0,15.0,33.0,800.0,79.0,-1.6,1014.2,-9.9,0.0,NW,1.6,Huairou,2013-03-11 03:00:00,Sedang,Sedang
245,66.0,72.0,14.0,31.0,700.0,79.0,-2.0,1014.0,-10.1,0.0,WNW,2.0,Huairou,2013-03-11 04:00:00,Sedang,Sedang
246,70.0,75.0,11.0,32.0,800.0,79.0,-2.0,1014.0,-10.1,0.0,WNW,2.0,Huairou,2013-03-11 05:00:00,Sedang,Sedang
247,73.0,82.0,10.0,36.0,800.0,79.0,-2.6,1014.1,-9.5,0.0,NW,1.5,Huairou,2013-03-11 06:00:00,Sedang,Sedang
248,73.0,83.0,11.0,42.0,800.0,79.0,-0.9,1014.6,-8.1,0.0,W,1.0,Huairou,2013-03-11 07:00:00,Sedang,Sedang
249,94.0,106.0,16.0,50.0,1100.0,79.0,3.9,1014.3,-9.5,0.0,ESE,1.0,Huairou,2013-03-11 08:00:00,Buruk,Sedang
250,99.0,140.0,30.0,50.0,1100.0,79.0,5.9,1013.8,-9.6,0.0,E,1.8,Huairou,2013-03-11 09:00:00,Buruk,Sedang
251,118.0,136.0,91.0,68.0,1399.0,79.0,6.9,1013.2,-9.5,0.0,E,2.4,Huairou,2013-03-11 10:00:00,Buruk,Sedang
252,119.0,135.0,113.0,66.0,1300.0,79.0,8.4,1012.0,-9.6,0.0,SE,2.4,Huairou,2013-03-11 11:00:00,Buruk,Sedang
253,128.0,133.0,122.0,67.0,1200.0,79.0,9.1,1010.6,-9.4,0.0,NE,1.4,Huairou,2013-03-11 12:00:00,Buruk,Sedang
254,123.0,131.0,144.0,72.0,1200.0,79.0,10.0,1009.4,-9.2,0.0,SE,1.6,Huairou,2013-03-11 13:00:00,Buruk,Sedang
255,130.0,141.0,160.0,82.0,1300.0,79.0,10.6,1008.2,-9.2,0.0,S,1.6,Huairou,2013-03-11 14:00:00,Buruk,Sedang
256,139.0,157.0,159.0,94.0,1300.0,79.0,10.2,1007.2,-9.0,0.0,WNW,1.3,Huairou,2013-03-11 15:00:00,Buruk,Buruk
257,139.0,164.0,150.0,92.0,1300.0,77.0,9.9,1006.3,-8.7,0.0,NW,1.7,Huairou,2013-03-11 16:00:00,Buruk,Buruk
258,139.0,174.0,139.0,98.0,1300.0,71.0,8.7,1006.8,-8.4,0.0,W,0.8,Huairou,2013-03-11 17:00:00,Buruk,Buruk
259,140.0,211.0,109.0,109.0,1300.0,56.0,7.8,1007.0,-7.5,0.0,NW,1.0,Huairou,2013-03-11 18:00:00,Buruk,Buruk
260,153.0,218.0,95.0,119.0,1500.0,47.0,7.2,1007.5,-6.5,0.0,NW,1.3,Huairou,2013-03-11 19:00:00,Buruk,Buruk
261,165.0,199.0,82.0,116.0,1899.0,47.0,7.0,1007.4,-6.7,0.0,NE,1.0,Huairou,2013-03-11 20:00:00,Buruk,Buruk
262,208.0,246.0,80.0,118.0,2799.0,47.0,7.5,1007.1,-5.3,0.0,NE,0.5,Huairou,2013-03-11 21:00:00,Buruk,Buruk
263,199.0,238.0,77.0,119.0,2299.0,47.0,7.5,1006.7,-4.6,0.0,E,0.7,Huairou,2013-03-11 22:00:00,Buruk,Buruk
264,182.0,219.0,67.0,107.0,1800.0,47.0,7.6,1005.7,-4.2,0.0,NNW,0.9,Huairou,2013-03-11 23:00:00,Buruk,Buruk
265,169.0,204.0,54.0,100.0,1800.0,47.0,6.1,1004.8,-3.6,0.0,WNW,1.6,Huairou,2013-03-12 00:00:00,Buruk,Buruk
266,161.0,182.0,51.0,96.0,1800.0,47.0,5.8,1004.2,-4.1,0.0,W,1.7,Huairou,2013-03-12 01:00:00,Buruk,Buruk
267,151.0,171.0,45.0,90.0,1700.0,47.0,5.8,1003.2,-4.1,0.0,W,1.1,Huairou,2013-03-12 02:00:00,Buruk,Buruk
268,136.0,150.0,49.0,90.0,1500.0,47.0,5.7,1003.1,-3.7,0.0,WNW,1.1,Huairou,2013-03-12 03:00:00,Buruk,Sedang
269,131.0,149.0,53.0,91.0,1399.0,47.0,5.1,1003.3,-1.8,0.0,SSE,1.8,Huairou,2013-03-12 04:00:00,Buruk,Sedang
270,127.0,144.0,40.0,90.0,1399.0,47.0,4.6,1003.4,-0.6,0.0,ESE,2.3,Huairou,2013-03-12 05:00:00,Buruk,Sedang
271,116.0,135.0,56.0,103.0,1300.0,47.0,3.4,1003.4,2.8,0.0,WNW,1.8,Huairou,2013-03-12 06:00:00,Buruk,Sedang
272,99.0,109.0,22.0,99.0,1200.0,47.0,2.4,1003.8,2.4,0.8,WNW,1.0,Huairou,2013-03-12 07:00:00,Buruk,Sedang
273,80.0,83.0,14.0,96.0,1200.0,47.0,2.3,1004.0,2.3,0.3,WNW,0.1,Huairou,2013-03-12 08:00:00,Buruk,Sedang
274,82.0,87.0,9.0,94.0,1300.0,47.0,2.6,1003.5,2.6,0.3,ENE,1.6,Huairou,2013-03-12 09:00:00,Buruk,Sedang
275,110.0,87.0,11.0,99.0,1300.0,47.0,2.8,1004.0,2.8,0.0,NNE,1.4,Huairou,2013-03-12 10:00:00,Buruk,Sedang
276,109.0,87.0,13.0,98.0,1399.0,47.0,3.8,1003.7,2.8,0.0,ENE,0.8,Huairou,2013-03-12 11:00:00,Buruk,Sedang
277,118.0,79.0,16.0,85.0,1200.0,47.0,4.5,1003.3,3.0,0.0,ENE,0.0,Huairou,2013-03-12 12:00:00,Buruk,Sedang
278,112.0,71.0,21.0,78.0,1100.0,47.0,5.9,1003.8,2.5,0.0,NW,0.6,Huairou,2013-03-12 13:00:00,Buruk,Sedang
279,117.0,78.0,17.0,72.0,1100.0,47.0,6.3,1004.3,2.9,0.0,W,0.7,Huairou,2013-03-12 14:00:00,Buruk,Sedang
280,110.0,65.0,19.0,67.0,1000.0,47.0,7.0,1004.0,3.1,0.0,ESE,1.0,Huairou,2013-03-12 15:00:00,Buruk,Sedang
281,112.0,73.0,22.0,68.0,1000.0,39.0,7.1,1004.9,3.3,0.0,ENE,1.1,Huairou,2013-03-12 16:00:00,Buruk,Sedang
282,101.0,120.0,40.0,99.0,1300.0,22.0,6.7,1006.5,3.1,0.0,ESE,0.6,Huairou,2013-03-12 17:00:00,Buruk,Sedang
283,118.0,125.0,28.0,96.0,1300.0,16.0,6.5,1007.9,2.2,0.0,NE,2.4,Huairou,2013-03-12 18:00:00,Buruk,Sedang
284,137.0,125.0,25.0,89.0,1399.0,16.0,5.2,1009.4,1.3,0.0,NNE,2.4,Huairou,2013-03-12 19:00:00,Buruk,Sedang
285,66.0,42.0,22.0,53.0,700.0,28.0,5.3,1011.1,-4.3,0.0,NE,3.0,Huairou,2013-03-12 20:00:00,Sedang,Baik
286,37.0,25.0,22.0,45.0,500.0,31.0,4.6,1012.7,-8.2,0.0,N,3.2,Huairou,2013-03-12 21:00:00,Sedang,Baik
287,46.0,60.0,19.0,42.0,800.0,31.0,4.9,1013.8,-11.7,0.0,NNE,4.7,Huairou,2013-03-12 22:00:00,Sedang,Sedang
288,12.0,61.0,48.0,22.0,300.0,70.0,4.1,1014.5,-12.0,0.0,NE,3.1,Huairou,2013-03-12 23:00:00,Baik,Sedang
289,3.0,6.0,17.0,9.0,200.0,82.0,3.1,1015.5,-12.4,0.0,N,2.4,Huairou,2013-03-13 00:00:00,Baik,Baik
290,3.0,6.0,14.0,11.0,300.0,82.0,2.2,1015.9,-12.1,0.0,NNE,3.3,Huairou,2013-03-13 01:00:00,Baik,Baik
291,3.0,6.0,14.0,11.0,200.0,82.0,0.8,1015.9,-12.3,0.0,ENE,2.0,Huairou,2013-03-13 02:00:00,Baik,Baik
292,3.0,6.0,20.0,16.0,,82.0,-0.6,1016.6,-12.0,0.0,NE,1.3,Huairou,2013-03-13 03:00:00,Baik,Baik
293,3.0,6.0,20.0,17.0,200.0,82.0,-2.3,1017.6,-8.8,0.0,NW,1.5,Huairou,2013-03-13 04:00:00,Baik,Baik
294,13.0,16.0,21.0,21.0,300.0,82.0,-3.6,1018.4,-8.3,0.0,WNW,0.6,Huairou,2013-03-13 05:00:00,Baik,Baik
295,11.0,15.0,18.0,30.0,400.0,82.0,-3.1,1019.3,-9.2,0.0,NNW,2.5,Huairou,2013-03-13 06:00:00,Baik,Baik
296,3.0,12.0,17.0,34.0,500.0,82.0,0.8,1020.6,-12.6,0.0,NE,4.5,Huairou,2013-03-13 07:00:00,Baik,Baik
297,17.0,20.0,23.0,32.0,500.0,82.0,2.5,1021.6,-19.5,0.0,NE,6.8,Huairou,2013-03-13 08:00:00,Baik,Baik
298,7.0,14.0,27.0,21.0,300.0,82.0,3.6,1022.2,-19.2,0.0,NE,5.8,Huairou,2013-03-13 09:00:00,Baik,Baik
299,3.0,6.0,19.0,15.0,200.0,82.0,4.5,1022.2,-17.2,0.0,ENE,5.5,Huairou,2013-03-13 10:00:00,Baik,Baik
300,8.0,10.0,13.0,10.0,200.0,82.0,5.6,1021.8,-16.9,0.0,E,5.0,Huairou,2013-03-13 11:00:00,Baik,Baik
301,3.0,6.0,11.0,8.0,100.0,84.0,6.4,1020.7,-16.9,0.0,SE,2.0,Huairou,2013-03-13 12:00:00,Baik,Baik
302,3.0,6.0,10.0,7.0,100.0,88.0,7.4,1019.6,-16.1,0.0,ESE,3.1,Huairou,2013-03-13 13:00:00,Baik,Baik
303,3.0,6.0,13.0,9.0,200.0,88.0,7.7,1018.9,-15.9,0.0,ESE,3.6,Huairou,2013-03-13 14:00:00,Baik,Baik
304,3.0,6.0,13.0,9.0,,88.0,7.4,1018.8,-16.8,0.0,SSE,1.6,Huairou,2013-03-13 15:00:00,Baik,Baik
305,3.0,10.0,15.0,10.0,200.0,89.0,7.1,1018.8,-15.7,0.0,ESE,2.7,Huairou,2013-03-13 16:00:00,Baik,Baik
306,3.0,8.0,12.0,10.0,200.0,90.0,6.4,1019.3,-15.0,0.0,SW,1.2,Huairou,2013-03-13 17:00:00,Baik,Baik
307,11.0,20.0,17.0,16.0,200.0,90.0,2.7,1020.0,-12.4,0.0,WNW,1.5,Huairou,2013-03-13 18:00:00,Baik,Baik
308,17.0,59.0,10.0,28.0,300.0,90.0,1.0,1020.5,-11.4,0.0,WNW,1.8,Huairou,2013-03-13 19:00:00,Baik,Sedang
309,39.0,58.0,12.0,54.0,800.0,90.0,0.4,1020.9,-11.3,0.0,WNW,2.4,Huairou,2013-03-13 20:00:00,Sedang,Sedang
310,39.0,43.0,10.0,35.0,700.0,90.0,-0.3,1021.1,-10.8,0.0,WNW,2.1,Huairou,2013-03-13 21:00:00,Sedang,Baik
311,33.0,28.0,8.0,27.0,500.0,90.0,-1.5,1021.5,-10.6,0.0,SE,2.1,Huairou,2013-03-13 22:00:00,Baik,Baik
312,20.0,22.0,8.0,22.0,500.0,90.0,0.5,1021.8,-6.8,0.0,ESE,0.6,Huairou,2013-03-13 23:00:00,Baik,Baik
313,55.0,100.0,22.0,71.0,1100.0,90.0,-0.1,1022.2,-5.3,0.0,SSE,0.9,Huairou,2013-03-14 00:00:00,Sedang,Sedang
314,65.0,100.0,14.0,75.0,1300.0,90.0,-0.9,1022.3,-5.3,0.0,ENE,0.7,Huairou,2013-03-14 01:00:00,Sedang,Sedang
315,63.0,81.0,16.0,73.0,1300.0,90.0,-2.0,1021.7,-5.0,0.0,W,0.8,Huairou,2013-03-14 02:00:00,Sedang,Sedang
316,60.0,69.0,16.0,72.0,1300.0,90.0,-2.2,1021.3,-5.4,0.0,SW,0.8,Huairou,2013-03-14 03:00:00,Sedang,Sedang
317,66.0,66.0,14.0,65.0,1300.0,90.0,-2.8,1021.1,-5.4,0.0,W,1.5,Huairou,2013-03-14 04:00:00,Sedang,Sedang
318,71.0,74.0,11.0,63.0,1399.0,90.0,-3.0,1021.3,-5.6,0.0,WNW,2.4,Huairou,2013-03-14 05:00:00,Sedang,Sedang
319,56.0,66.0,8.0,57.0,1399.0,90.0,-3.2,1021.5,-5.7,0.0,W,1.4,Huairou,2013-03-14 06:00:00,Sedang,Sedang
320,53.0,67.0,8.0,56.0,1399.0,90.0,-2.0,1021.7,-5.2,0.0,NW,0.9,Huairou,2013-03-14 07:00:00,Sedang,Sedang
321,73.0,75.0,11.0,55.0,1500.0,90.0,1.5,1021.6,-5.7,0.0,SSE,1.3,Huairou,2013-03-14 08:00:00,Sedang,Sedang
322,66.0,81.0,24.0,54.0,1399.0,90.0,2.5,1021.2,-6.1,0.0,SSE,1.6,Huairou,2013-03-14 09:00:00,Sedang,Sedang
323,67.0,77.0,48.0,51.0,1100.0,90.0,3.8,1020.2,-5.7,0.0,SW,1.8,Huairou,2013-03-14 10:00:00,Sedang,Sedang
324,97.0,107.0,68.0,55.0,1300.0,90.0,5.0,1019.2,-5.7,0.0,S,2.4,Huairou,2013-03-14 11:00:00,Buruk,Sedang
325,110.0,111.0,61.0,55.0,1300.0,90.0,6.1,1018.2,-5.3,0.0,SSW,2.9,Huairou,2013-03-14 12:00:00,Buruk,Sedang
326,118.0,125.0,58.0,58.0,1200.0,90.0,7.0,1017.4,-4.4,0.0,SW,2.9,Huairou,2013-03-14 13:00:00,Buruk,Sedang
327,136.0,154.0,55.0,72.0,1300.0,90.0,7.5,1016.4,-4.3,0.0,SSW,2.4,Huairou,2013-03-14 14:00:00,Buruk,Buruk
328,148.0,154.0,57.0,85.0,1399.0,90.0,8.0,1015.7,-4.8,0.0,SSW,1.5,Huairou,2013-03-14 15:00:00,Buruk,Buruk
329,152.0,158.0,57.0,95.0,1500.0,90.0,7.9,1015.1,-4.6,0.0,WSW,0.8,Huairou,2013-03-14 16:00:00,Buruk,Buruk
330,134.0,156.0,61.0,101.0,1399.0,85.0,6.5,1015.1,-4.9,0.0,WSW,0.0,Huairou,2013-03-14 17:00:00,Buruk,Buruk
331,159.0,182.0,52.0,113.0,1500.0,64.0,3.7,1015.2,-4.0,0.0,WNW,1.4,Huairou,2013-03-14 18:00:00,Buruk,Buruk
332,167.0,196.0,38.0,124.0,1700.0,45.0,2.3,1015.5,-4.0,0.0,WNW,1.5,Huairou,2013-03-14 19:00:00,Buruk,Buruk
333,180.0,188.0,26.0,117.0,2100.0,45.0,1.4,1015.8,-4.3,0.0,WNW,1.9,Huairou,2013-03-14 20:00:00,Buruk,Buruk
334,169.0,180.0,20.0,109.0,2100.0,45.0,0.6,1015.7,-3.9,0.0,WNW,1.7,Huairou,2013-03-14 21:00:00,Buruk,Buruk
335,167.0,168.0,18.0,103.0,2000.0,45.0,0.1,1015.3,-4.2,0.0,WNW,2.0,Huairou,2013-03-14 22:00:00,Buruk,Buruk
336,160.0,164.0,16.0,98.0,2000.0,43.0,0.2,1014.9,-4.1,0.0,WNW,2.0,Huairou,2013-03-14 23:00:00,Buruk,Buruk
337,170.0,144.0,11.0,81.0,1800.0,43.0,-0.1,1014.6,-4.4,0.0,WNW,1.1,Huairou,2013-03-15 00:00:00,Buruk,Sedang
338,171.0,144.0,11.0,81.0,,43.0,-0.8,1014.3,-4.2,0.0,SE,0.5,Huairou,2013-03-15 01:00:00,Buruk,Sedang
339,156.0,124.0,13.0,68.0,1399.0,43.0,-1.5,1013.5,-4.0,0.0,WNW,0.6,Huairou,2013-03-15 02:00:00,Buruk,Sedang
340,151.0,124.0,11.0,66.0,1600.0,43.0,-1.9,1013.2,-2.9,0.0,WNW,1.3,Huairou,2013-03-15 03:00:00,Buruk,Sedang
341,152.0,121.0,11.0,63.0,1500.0,43.0,-2.0,1013.1,-3.4,0.0,NW,1.0,Huairou,2013-03-15 04:00:00,Buruk,Sedang
342,151.0,120.0,10.0,59.0,1500.0,43.0,-2.3,1012.9,-2.9,0.0,NW,0.9,Huairou,2013-03-15 05:00:00,Buruk,Sedang
343,147.0,115.0,9.0,57.0,1500.0,43.0,-2.3,1012.9,-3.3,0.0,NW,0.2,Huairou,2013-03-15 06:00:00,Buruk,Sedang
344,147.0,116.0,9.0,56.0,1600.0,43.0,-0.9,1013.3,-2.0,0.0,SSW,0.5,Huairou,2013-03-15 07:00:00,Buruk,Sedang
345,128.0,135.0,13.0,59.0,1800.0,43.0,2.6,1013.4,-2.1,0.0,WSW,0.0,Huairou,2013-03-15 08:00:00,Buruk,Sedang
346,137.0,171.0,43.0,80.0,2200.0,43.0,5.1,1012.6,-3.2,0.0,SE,0.9,Huairou,2013-03-15 09:00:00,Buruk,Buruk
347,138.0,171.0,43.0,80.0,1899.0,4.0,7.0,1011.6,-3.3,0.0,SSE,1.8,Huairou,2013-03-15 10:00:00,Buruk,Buruk
348,171.0,189.0,107.0,81.0,1600.0,18.0,8.6,1011.1,-3.0,0.0,SSE,1.5,Huairou,2013-03-15 11:00:00,Buruk,Buruk
349,199.0,209.0,112.0,80.0,1600.0,28.0,9.7,1010.0,-2.3,0.0,SSE,0.9,Huairou,2013-03-15 12:00:00,Buruk,Buruk
